RegionName;State;Metro;County;City;Zri
Upper Roseville;NJ;New York-Newark-Jersey City;Essex County;Newark;1584
San Tan Ranch;AZ;Phoenix-Mesa-Scottsdale;Maricopa County;Gilbert;1584
West Congress;TX;Austin-Round Rock;Travis County;Austin;1584
Emerald Estates;CA;Bakersfield;Kern County;Bakersfield;1584
Remington Point;TX;Dallas-Fort Worth-Arlington;Tarrant County;Fort Worth;1584
Park of the Canals;AZ;Phoenix-Mesa-Scottsdale;Maricopa County;Mesa;1583
Central Beaverton;OR;Portland-Vancouver-Hillsboro;Washington County;Beaverton;1582
Val Vista Lakes;AZ;Phoenix-Mesa-Scottsdale;Maricopa County;Gilbert;1582
Ridgmar;TX;Dallas-Fort Worth-Arlington;Tarrant County;Fort Worth;1582
Wesley Heights;NC;Charlotte-Concord-Gastonia;Mecklenburg County;Charlotte;1582
North Mainland;FL;Deltona-Daytona Beach-Ormond Beach;Volusia County;New Smyrna Beach;1582
Greenwood;NJ;New York-Newark-Jersey City;Essex County;East Orange;1581
Southeast;TX;Dallas-Fort Worth-Arlington;Tarrant County;Arlington;1580
Mar Lee;CO;Denver-Aurora-Lakewood;Denver County;Denver;1580
Mill Park;OR;Portland-Vancouver-Hillsboro;Multnomah County;Portland;1580
West Albany;OH;Columbus;Franklin County;Columbus;1580
Interlocken;CO;Denver-Aurora-Lakewood;Broomfield County;Broomfield;1580
Arch Creek East;FL;Miami-Fort Lauderdale-West Palm Beach;Miami-Dade County;North Miami;1580
Laredo Highline;CO;Denver-Aurora-Lakewood;Arapahoe County;Aurora;1579
Capitol;WI;Madison;Dane County;Madison;1578
North Central;OR;Portland-Vancouver-Hillsboro;Multnomah County;Gresham;1578
Spectrum;AZ;Phoenix-Mesa-Scottsdale;Maricopa County;Gilbert;1578
Ridge Wood Heights;FL;North Port-Sarasota-Bradenton;Sarasota County;Sarasota;1578
Candler Park;GA;Atlanta-Sandy Springs-Roswell;Fulton County;Atlanta;1578
Northeast Colorado Springs;CO;Colorado Springs;El Paso County;Colorado Springs;1577
Arrowhead;CA;Riverside-San Bernardino-Ontario;San Bernardino County;San Bernardino;1577
Sexton Mountain;OR;Portland-Vancouver-Hillsboro;Washington County;Beaverton;1577
Rohton Park;TX;Dallas-Fort Worth-Arlington;Denton County;Carrollton;1577
Prospects-Shields;CO;Fort Collins;Larimer County;Fort Collins;1577
Columbia;WA;Bellingham;Whatcom County;Bellingham;1577
Cleveland Park;TN;Nashville-Davidson--Murfreesboro--Franklin;Davidson County;Nashville;1576
Pumpkin Hill;FL;Jacksonville;Duval County;Jacksonville;1576
Hyde Park;IL;Chicago-Naperville-Elgin;Cook County;Chicago;1575
Doddtown;NJ;New York-Newark-Jersey City;Essex County;East Orange;1575
Three Chopt;VA;Richmond;Richmond City;Richmond;1575
North;TX;Dallas-Fort Worth-Arlington;Tarrant County;Arlington;1574
Fairmuont;NJ;New York-Newark-Jersey City;Essex County;Newark;1574
Lincoln;WA;Portland-Vancouver-Hillsboro;Clark County;Vancouver;1574
Third Ward;NC;Charlotte-Concord-Gastonia;Mecklenburg County;Charlotte;1574
Southeast;TN;Nashville-Davidson--Murfreesboro--Franklin;Davidson County;Nashville;1574
Liberty City;FL;Miami-Fort Lauderdale-West Palm Beach;Miami-Dade County;Miami;1573
Hazelwood;OR;Portland-Vancouver-Hillsboro;Multnomah County;Portland;1573
Downtown Charlotte;NC;Charlotte-Concord-Gastonia;Mecklenburg County;Charlotte;1573
South Howard;FL;Tampa-St. Petersburg-Clearwater;Hillsborough County;Tampa;1573
Sugar Mill;FL;Deltona-Daytona Beach-Ormond Beach;Volusia County;New Smyrna Beach;1573
Girvin;FL;Jacksonville;Duval County;Jacksonville;1572
Galaxie Commons;MN;Minneapolis-St. Paul-Bloomington;Dakota County;Apple Valley;1572
Campbell Park;AK;Anchorage;Anchorage Borough;Anchorage;1571
Villages of Oriole;FL;Miami-Fort Lauderdale-West Palm Beach;Palm Beach County;Delray Beach;1571
Parkwood Maintenance;TX;San Antonio-New Braunfels;Bexar County;San Antonio;1571
Heritage;TX;Dallas-Fort Worth-Arlington;Tarrant County;Fort Worth;1570
Stone Oak;TX;San Antonio-New Braunfels;Bexar County;San Antonio;1570
North Park;IL;Chicago-Naperville-Elgin;Cook County;Chicago;1570
Stratford Hills;VA;Richmond;Richmond City;Richmond;1570
North Sarasota;FL;North Port-Sarasota-Bradenton;Sarasota County;Sarasota;1569
Capitol Hill;UT;Salt Lake City;Salt Lake County;Salt Lake City;1569
Ponce de Leon;CA;Stockton-Lodi;San Joaquin County;Stockton;1569
Milburn;KS;Kansas City;Johnson County;Overland Park;1569
Jefferson Park;IL;Chicago-Naperville-Elgin;Cook County;Chicago;1568
Belt Line;TX;Dallas-Fort Worth-Arlington;Dallas County;Irving;1568
Marlyville-Fontainebleau;LA;New Orleans-Metairie;Orleans Parish;New Orleans;1568
Northpoint;WI;Milwaukee-Waukesha-West Allis;Milwaukee County;Milwaukee;1568
East Hyde Park;IL;Chicago-Naperville-Elgin;Cook County;Chicago;1568
La Plaza;CA;Riverside-San Bernardino-Ontario;San Bernardino County;San Bernardino;1568
Fourth Ward;NC;Charlotte-Concord-Gastonia;Mecklenburg County;Charlotte;1568
Mckinney;TX;Austin-Round Rock;Travis County;Austin;1568
Southeast Manchester;NH;Manchester-Nashua;Hillsborough County;Manchester;1567
Preserve North;OH;Columbus;Franklin County;Columbus;1567
McMurray - Huntingdon;TN;Nashville-Davidson--Murfreesboro--Franklin;Davidson County;Nashville;1566
Linkhorn Park;VA;Virginia Beach-Norfolk-Newport News;Virginia Beach City;Virginia Beach;1565
Southwest;OR;Salem;Marion County;Salem;1565
Shelby Hills;TN;Nashville-Davidson--Murfreesboro--Franklin;Davidson County;Nashville;1565
Loring Heights;GA;Atlanta-Sandy Springs-Roswell;Fulton County;Atlanta;1565
Fox Creek;CA;Stockton-Lodi;San Joaquin County;Stockton;1564
Fircrest;WA;Portland-Vancouver-Hillsboro;Clark County;Vancouver;1564
Point Breeze;PA;Pittsburgh;Allegheny County;Pittsburgh;1564
Shandin Hills;CA;Riverside-San Bernardino-Ontario;San Bernardino County;San Bernardino;1564
Evergreen;WA;Seattle-Tacoma-Bellevue;Snohomish County;Everett;1562
West End;LA;New Orleans-Metairie;Orleans Parish;New Orleans;1562
Harrison West;OH;Columbus;Franklin County;Columbus;1562
Upper Roxborough;PA;Philadelphia-Camden-Wilmington;Philadelphia County;Philadelphia;1561
Lakeside-Lester Park;MN;Duluth;Saint Louis County;Duluth;1561
Fairmount;OR;Eugene;Lane County;Eugene;1561
West Calhoun;MN;Minneapolis-St. Paul-Bloomington;Hennepin County;Minneapolis;1561
North End;NH;Manchester-Nashua;Hillsborough County;Manchester;1560
Airport Heights;AK;Anchorage;Anchorage Borough;Anchorage;1560
Providence;NV;Las Vegas-Henderson-Paradise;Clark County;Las Vegas;1559
East Carollton;LA;New Orleans-Metairie;Orleans Parish;New Orleans;1559
Central Business District;FL;Orlando-Kissimmee-Sanford;Orange County;Orlando;1559
SMB Estates;MI;Detroit-Warren-Dearborn;Wayne County;Livonia;1559
North Image;WA;Portland-Vancouver-Hillsboro;Clark County;Vancouver;1558
Quail Hollow;NC;Charlotte-Concord-Gastonia;Mecklenburg County;Charlotte;1558
Sedgefield;NC;Charlotte-Concord-Gastonia;Mecklenburg County;Charlotte;1558
North Highlands;CA;Sacramento--Roseville--Arden-Arcade;Sacramento County;Sacramento;1557
Northeast;AK;Anchorage;Anchorage Borough;Anchorage;1557
Five Oaks - Triple Creek;OR;Portland-Vancouver-Hillsboro;Washington County;Beaverton;1557
Springfield-Belmont;NJ;New York-Newark-Jersey City;Essex County;Newark;1557
Julington Creek;FL;Jacksonville;Duval County;Jacksonville;1557
The Oaks;CA;Bakersfield;Kern County;Bakersfield;1557
Green Acres;NH;Manchester-Nashua;Hillsborough County;Manchester;1557
Eiber;CO;Denver-Aurora-Lakewood;Jefferson County;Lakewood;1556
Greater Pinellas Point;FL;Tampa-St. Petersburg-Clearwater;Pinellas County;Saint Petersburg;1555
Alta Mesa;AZ;Phoenix-Mesa-Scottsdale;Maricopa County;Mesa;1555
Marigny;LA;New Orleans-Metairie;Orleans Parish;New Orleans;1555
Lake Road;OR;Portland-Vancouver-Hillsboro;Clackamas County;Milwaukie;1555
Ahwatukee Foothills;AZ;Phoenix-Mesa-Scottsdale;Maricopa County;Phoenix;1554
Budlong Woods;IL;Chicago-Naperville-Elgin;Cook County;Chicago;1554
Ardmore-Gould Estates-Olin Heights;GA;Savannah;Chatham County;Savannah;1554
Bronzeville;IL;Chicago-Naperville-Elgin;Cook County;Chicago;1553
Westgate;NV;Las Vegas-Henderson-Paradise;Clark County;Henderson;1553
Green Valley Ranch;NV;Las Vegas-Henderson-Paradise;Clark County;Henderson;1553
Pulaski Park;IL;Chicago-Naperville-Elgin;Cook County;Chicago;1553
MacDonald Ranch;NV;Las Vegas-Henderson-Paradise;Clark County;Henderson;1552
Kingfield;MN;Minneapolis-St. Paul-Bloomington;Hennepin County;Minneapolis;1552
Kendall Green;FL;Miami-Fort Lauderdale-West Palm Beach;Broward County;Pompano Beach;1552
Sun City Summerlin;NV;Las Vegas-Henderson-Paradise;Clark County;Las Vegas;1551
North Shoal Creek;TX;Austin-Round Rock;Travis County;Austin;1551
Mount Washington;MD;Baltimore-Columbia-Towson;Baltimore City;Baltimore;1551
Garrison Park;TX;Austin-Round Rock;Travis County;Austin;1550
Northeast Lakewood;CO;Denver-Aurora-Lakewood;Jefferson County;Lakewood;1550
Mount Hope;RI;Providence-Warwick;Providence County;Providence;1549
Del Paso Heights;CA;Sacramento--Roseville--Arden-Arcade;Sacramento County;Sacramento;1549
River Oaks;FL;Miami-Fort Lauderdale-West Palm Beach;Broward County;Fort Lauderdale;1549
Sheridan;MN;Minneapolis-St. Paul-Bloomington;Hennepin County;Minneapolis;1549
Norwood Park East;IL;Chicago-Naperville-Elgin;Cook County;Chicago;1548
Arlington Heights;TX;Dallas-Fort Worth-Arlington;Tarrant County;Fort Worth;1548
Oriole Park;IL;Chicago-Naperville-Elgin;Cook County;Chicago;1548
Mears Corner;VA;Virginia Beach-Norfolk-Newport News;Virginia Beach City;Virginia Beach;1547
Eastside-ENACT;WA;Seattle-Tacoma-Bellevue;Pierce County;Tacoma;1547
Bluffview;TX;Dallas-Fort Worth-Arlington;Dallas County;Dallas;1547
Edison Park;IL;Chicago-Naperville-Elgin;Cook County;Chicago;1547
Mount Airy West;PA;Philadelphia-Camden-Wilmington;Philadelphia County;Philadelphia;1546
Marrowbone;TN;Nashville-Davidson--Murfreesboro--Franklin;Davidson County;Nashville;1546
Midtown Phillips;MN;Minneapolis-St. Paul-Bloomington;Hennepin County;Minneapolis;1545
Superstition Springs;AZ;Phoenix-Mesa-Scottsdale;Maricopa County;Mesa;1544
Seatack;VA;Virginia Beach-Norfolk-Newport News;Virginia Beach City;Virginia Beach;1543
McLoughlin;OR;Portland-Vancouver-Hillsboro;Clackamas County;Oregon City;1543
East Falls;PA;Philadelphia-Camden-Wilmington;Philadelphia County;Philadelphia;1542
Sugar House;UT;Salt Lake City;Salt Lake County;Salt Lake City;1541
University;CA;Stockton-Lodi;San Joaquin County;Stockton;1541
Wolfe Park;MN;Minneapolis-St. Paul-Bloomington;Hennepin County;Saint Louis Park;1541
Stockton Metropolitan Airport;CA;Stockton-Lodi;San Joaquin County;Stockton;1540
Poinsettia Heights;FL;Miami-Fort Lauderdale-West Palm Beach;Broward County;Fort Lauderdale;1540
Paradise Valley;AZ;Phoenix-Mesa-Scottsdale;Maricopa County;Phoenix;1539
Southwest Ada County;ID;Boise City;Ada County;Boise;1539
Harlow;OR;Eugene;Lane County;Eugene;1539
Charlotte Park;TN;Nashville-Davidson--Murfreesboro--Franklin;Davidson County;Nashville;1539
North End;ID;Boise City;Ada County;Boise;1538
Oak Park;CA;Stockton-Lodi;San Joaquin County;Stockton;1538
Indian Creek;TX;Dallas-Fort Worth-Arlington;Denton County;Carrollton;1537
Crestview;TX;Austin-Round Rock;Travis County;Austin;1537
Collier City;FL;Miami-Fort Lauderdale-West Palm Beach;Broward County;Pompano Beach;1537
South End;OR;Portland-Vancouver-Hillsboro;Clackamas County;Oregon City;1537
Greater Heights;TX;Houston-The Woodlands-Sugar Land;Harris County;Houston;1536
Passyunk Square;PA;Philadelphia-Camden-Wilmington;Philadelphia County;Philadelphia;1536
Baldwin Park;FL;Orlando-Kissimmee-Sanford;Orange County;Orlando;1536
University Hills;TX;Austin-Round Rock;Travis County;Austin;1536
St. Johns;TX;Austin-Round Rock;Travis County;Austin;1535
Milan;LA;New Orleans-Metairie;Orleans Parish;New Orleans;1535
Roland Park;MD;Baltimore-Columbia-Towson;Baltimore City;Baltimore;1535
Manito-Cannon Hill;WA;Spokane-Spokane Valley;Spokane County;Spokane;1535
Northrup;MN;Minneapolis-St. Paul-Bloomington;Hennepin County;Minneapolis;1535
Country Club Heights;NC;Charlotte-Concord-Gastonia;Mecklenburg County;Charlotte;1535
West Colorado Springs;CO;Colorado Springs;El Paso County;Colorado Springs;1534
Erlton-Ellisburg;NJ;Philadelphia-Camden-Wilmington;Camden County;Cherry Hill Township;1534
Garden Lakes;AZ;Phoenix-Mesa-Scottsdale;Maricopa County;Avondale;1534
Buckhorn;AZ;Phoenix-Mesa-Scottsdale;Maricopa County;Mesa;1534
Mountain Island;NC;Charlotte-Concord-Gastonia;Mecklenburg County;Charlotte;1534
Tampa Heights;FL;Tampa-St. Petersburg-Clearwater;Hillsborough County;Tampa;1533
Brooklawn- St. Vincent's;CT;Bridgeport-Stamford-Norwalk;Fairfield County;Bridgeport;1532
Lower Roseville;NJ;New York-Newark-Jersey City;Essex County;Newark;1532
Campus Park;CA;Bakersfield;Kern County;Bakersfield;1532
Lauderdale Manors;FL;Miami-Fort Lauderdale-West Palm Beach;Broward County;Fort Lauderdale;1531
Hagginwood;CA;Sacramento--Roseville--Arden-Arcade;Sacramento County;Sacramento;1531
North Austin;TX;Austin-Round Rock;Travis County;Austin;1530
Highline Villages;CO;Denver-Aurora-Lakewood;Arapahoe County;Aurora;1530
South Oak Park;CA;Sacramento--Roseville--Arden-Arcade;Sacramento County;Sacramento;1530
Arnold Mills;RI;Providence-Warwick;Providence County;Cumberland;1530
Braeswood Place;TX;Houston-The Woodlands-Sugar Land;Harris County;Houston;1529
Alimagnet;MN;Minneapolis-St. Paul-Bloomington;Dakota County;Apple Valley;1529
Elizabeth;NC;Charlotte-Concord-Gastonia;Mecklenburg County;Charlotte;1529
Oxford Hunt;NC;Charlotte-Concord-Gastonia;Mecklenburg County;Charlotte;1529
Lockeland Springs;TN;Nashville-Davidson--Murfreesboro--Franklin;Davidson County;Nashville;1529
Boulevard Heights;FL;Miami-Fort Lauderdale-West Palm Beach;Broward County;Hollywood;1528
Eastown;MI;Grand Rapids-Wyoming;Kent County;Grand Rapids;1527
Hamey Heights;WA;Portland-Vancouver-Hillsboro;Clark County;Vancouver;1527
Twin Peaks;CA;Riverside-San Bernardino-Ontario;San Bernardino County;Lake Arrowhead;1527
South Hagginwood;CA;Sacramento--Roseville--Arden-Arcade;Sacramento County;Sacramento;1526
White City;FL;Port St. Lucie;Saint Lucie County;Fort Pierce;1526
Shiloh;NC;Raleigh;Wake County;Morrisville;1525
Beauclerc;FL;Jacksonville;Duval County;Jacksonville;1524
Beverly Park;FL;Miami-Fort Lauderdale-West Palm Beach;Broward County;Hollywood;1523
Keewaydin;MN;Minneapolis-St. Paul-Bloomington;Hennepin County;Minneapolis;1523
South Plaza;MO;Kansas City;Jackson County;Kansas City;1523
Weequahic;NJ;New York-Newark-Jersey City;Essex County;Newark;1522
North Central;PA;Philadelphia-Camden-Wilmington;Philadelphia County;Philadelphia;1522
Upper Clinton Hill;NJ;New York-Newark-Jersey City;Essex County;Newark;1521
East End;ID;Boise City;Ada County;Boise;1521
South Broad Street;NJ;New York-Newark-Jersey City;Essex County;Newark;1520
Crystal Garden;AZ;Phoenix-Mesa-Scottsdale;Maricopa County;Avondale;1520
Rio Bravo;CA;Bakersfield;Kern County;Bakersfield;1519
Broadmoor;LA;New Orleans-Metairie;Orleans Parish;New Orleans;1518
South End;WA;Seattle-Tacoma-Bellevue;Pierce County;Tacoma;1517
Allandale;TX;Austin-Round Rock;Travis County;Austin;1517
Eastside;AZ;Tucson;Pima County;Tucson;1517
Seward;MN;Minneapolis-St. Paul-Bloomington;Hennepin County;Minneapolis;1516
East End;CT;Bridgeport-Stamford-Norwalk;Fairfield County;Bridgeport;1516
Windsor Park;TX;Austin-Round Rock;Travis County;Austin;1515
Wellington;NH;Manchester-Nashua;Hillsborough County;Manchester;1515
Scott Highlands;MN;Minneapolis-St. Paul-Bloomington;Dakota County;Apple Valley;1515
Howard Street;IL;Chicago-Naperville-Elgin;Cook County;Evanston;1515
West Side;NJ;New York-Newark-Jersey City;Essex County;Newark;1514
Central;MN;Minneapolis-St. Paul-Bloomington;Hennepin County;Minneapolis;1514
Briar;TX;Dallas-Fort Worth-Arlington;Tarrant County;Azle;1514
Cal Young;OR;Eugene;Lane County;Eugene;1513
West Aurora;IL;Chicago-Naperville-Elgin;Kane County;Aurora;1513
East Atlanta;GA;Atlanta-Sandy Springs-Roswell;Fulton County;Atlanta;1513
Golden Triangle;NJ;Philadelphia-Camden-Wilmington;Camden County;Cherry Hill Township;1513
Summerfields;TX;Dallas-Fort Worth-Arlington;Tarrant County;Fort Worth;1512
Woodland;MN;Duluth;Saint Louis County;Duluth;1512
Pepperwood;AZ;Phoenix-Mesa-Scottsdale;Maricopa County;Tempe;1512
College View - South Platte;CO;Denver-Aurora-Lakewood;Denver County;Denver;1511
Near North;MN;Minneapolis-St. Paul-Bloomington;Hennepin County;Minneapolis;1511
Highlands;NH;Manchester-Nashua;Hillsborough County;Manchester;1511
Avondale;CA;Sacramento--Roseville--Arden-Arcade;Sacramento County;Sacramento;1511
Hiawatha;MN;Minneapolis-St. Paul-Bloomington;Hennepin County;Minneapolis;1510
Fairmount;TX;Dallas-Fort Worth-Arlington;Tarrant County;Fort Worth;1510
Historic Kenwood;FL;Tampa-St. Petersburg-Clearwater;Pinellas County;Saint Petersburg;1510
Heritage Hills;NM;Albuquerque;Bernalillo County;Albuquerque;1510
Rogers Park;IL;Chicago-Naperville-Elgin;Cook County;Chicago;1509
Modena;PA;Philadelphia-Camden-Wilmington;Philadelphia County;Philadelphia;1509
Houghton;AZ;Tucson;Pima County;Tucson;1509
Nicholson;LA;Baton Rouge;East Baton Rouge Parish;Baton Rouge;1508
Summer Valley;CO;Denver-Aurora-Lakewood;Arapahoe County;Aurora;1508
South Gateway;OR;Salem;Marion County;Salem;1507
Rocky Ridge;CO;Denver-Aurora-Lakewood;Arapahoe County;Aurora;1507
Bayou St. John;LA;New Orleans-Metairie;Orleans Parish;New Orleans;1507
Weatogue;CT;Hartford-West Hartford-East Hartford;Hartford County;Simsbury;1507
Foothill Farms;CA;Sacramento--Roseville--Arden-Arcade;Sacramento County;Sacramento;1506
Chester Park-UMD;MN;Duluth;Saint Louis County;Duluth;1506
Lowry Hill East;MN;Minneapolis-St. Paul-Bloomington;Hennepin County;Minneapolis;1506
Southeast;TX;Austin-Round Rock;Travis County;Austin;1506
Cleveland;MN;Minneapolis-St. Paul-Bloomington;Hennepin County;Minneapolis;1506
Hillcrest;FL;Miami-Fort Lauderdale-West Palm Beach;Broward County;Hollywood;1506
Greenbrier West;VA;Virginia Beach-Norfolk-Newport News;Chesapeake City;Chesapeake;1505
Hunters Creek;FL;Orlando-Kissimmee-Sanford;Orange County;Orlando;1505
Minnehaha;MN;Minneapolis-St. Paul-Bloomington;Hennepin County;Minneapolis;1505
Cloverleaf Estates;FL;Miami-Fort Lauderdale-West Palm Beach;Miami-Dade County;Miami Gardens;1505
Southeast Aurora;IL;Chicago-Naperville-Elgin;Kane County;Aurora;1505
Woodcroft;NC;Durham-Chapel Hill;Durham County;Durham;1505
Hollywood Hills;FL;Miami-Fort Lauderdale-West Palm Beach;Broward County;Hollywood;1504
McCullough Hills;NV;Las Vegas-Henderson-Paradise;Clark County;Henderson;1504
Southside Flats;PA;Pittsburgh;Allegheny County;Pittsburgh;1504
Two Creeks;CO;Denver-Aurora-Lakewood;Jefferson County;Lakewood;1504
Collinsville;CT;Hartford-West Hartford-East Hartford;Hartford County;Canton;1504
Sunland Village East;AZ;Phoenix-Mesa-Scottsdale;Maricopa County;Mesa;1504
South Tacoma;WA;Seattle-Tacoma-Bellevue;Pierce County;Tacoma;1503
Wenonah;MN;Minneapolis-St. Paul-Bloomington;Hennepin County;Minneapolis;1503
Wissahickon;PA;Philadelphia-Camden-Wilmington;Philadelphia County;Philadelphia;1503
Lower Vailsburg;NJ;New York-Newark-Jersey City;Essex County;Newark;1502
Seventh Avenue;NJ;New York-Newark-Jersey City;Essex County;Newark;1502
Ridgemoor;MI;Grand Rapids-Wyoming;Kent County;Grand Rapids;1502
Dobson Ranch;AZ;Phoenix-Mesa-Scottsdale;Maricopa County;Mesa;1501
Old Northwest - West University;NV;Reno;Washoe County;Reno;1501
East Passyunk;PA;Philadelphia-Camden-Wilmington;Philadelphia County;Philadelphia;1500
Southridge;TX;Dallas-Fort Worth-Arlington;Denton County;Denton;1500
Stone Meadows;WI;Madison;Dane County;Madison;1500
Main Street District;TX;Dallas-Fort Worth-Arlington;Dallas County;Dallas;1500
South Middle River;FL;Miami-Fort Lauderdale-West Palm Beach;Broward County;Fort Lauderdale;1499
Boulevard District;IL;Chicago-Naperville-Elgin;Kane County;Aurora;1499
Pinardville;NH;Manchester-Nashua;Hillsborough County;Goffstown;1499
Stockdale West;CA;Bakersfield;Kern County;Bakersfield;1499
Northwood Harbor;FL;Miami-Fort Lauderdale-West Palm Beach;Palm Beach County;West Palm Beach;1499
Franklin Park;TX;Austin-Round Rock;Travis County;Austin;1498
St. Anthony Park;MN;Minneapolis-St. Paul-Bloomington;Ramsey County;Saint Paul;1498
Dexter Falls;OH;Columbus;Franklin County;Columbus;1498
Sable Ridge;CO;Denver-Aurora-Lakewood;Arapahoe County;Aurora;1498
East Central;UT;Salt Lake City;Salt Lake County;Salt Lake City;1497
Hawthorne;MN;Minneapolis-St. Paul-Bloomington;Hennepin County;Minneapolis;1497
Historic Old Hickory Village;TN;Nashville-Davidson--Murfreesboro--Franklin;Davidson County;Nashville;1497
Wells Branch;TX;Austin-Round Rock;Travis County;Austin;1496
Goldsmith;CO;Denver-Aurora-Lakewood;Denver County;Denver;1496
Coldwater Springs;AZ;Phoenix-Mesa-Scottsdale;Maricopa County;Avondale;1496
Mckinley;MN;Minneapolis-St. Paul-Bloomington;Hennepin County;Minneapolis;1496
Starmount;NC;Charlotte-Concord-Gastonia;Mecklenburg County;Charlotte;1495
Downtown;TX;San Antonio-New Braunfels;Bexar County;San Antonio;1495
Barclay Hills;OR;Portland-Vancouver-Hillsboro;Clackamas County;Oregon City;1495
Civano;AZ;Tucson;Pima County;Tucson;1495
Fort Bend - Houston;TX;Houston-The Woodlands-Sugar Land;Harris County;Houston;1494
Macgregor;TX;Houston-The Woodlands-Sugar Land;Harris County;Houston;1494
Amberwood North;AZ;Phoenix-Mesa-Scottsdale;Maricopa County;Chandler;1494
Calhoun;MN;Minneapolis-St. Paul-Bloomington;Hennepin County;Minneapolis;1494
West Ocean City;MD;Salisbury;Worcester County;Ocean City;1494
Irongate;WA;Bellingham;Whatcom County;Bellingham;1493
Leisure World;AZ;Phoenix-Mesa-Scottsdale;Maricopa County;Mesa;1493
Meadow Woods;FL;Orlando-Kissimmee-Sanford;Orange County;Orlando;1492
Midtown West;CA;Stockton-Lodi;San Joaquin County;Stockton;1492
North Andrews Gardens;FL;Miami-Fort Lauderdale-West Palm Beach;Broward County;Oakland Park;1492
East Kensington;PA;Philadelphia-Camden-Wilmington;Philadelphia County;Philadelphia;1492
Perwinkle;OR;Albany;Linn County;Albany;1491
Sunnyslope;OR;Salem;Marion County;Salem;1491
Montclare;IL;Chicago-Naperville-Elgin;Cook County;Chicago;1490
Downtown;UT;Salt Lake City;Salt Lake County;Salt Lake City;1490
Central Lawrenceville;PA;Pittsburgh;Allegheny County;Pittsburgh;1489
Brick Church Bellshire;TN;Nashville-Davidson--Murfreesboro--Franklin;Davidson County;Nashville;1488
Park East;FL;Miami-Fort Lauderdale-West Palm Beach;Broward County;Hollywood;1488
Coral Ridge Isles;FL;Miami-Fort Lauderdale-West Palm Beach;Broward County;Fort Lauderdale;1488
Federal Hill;MD;Baltimore-Columbia-Towson;Baltimore City;Baltimore;1488
Villages of Palm Beach Lakes;FL;Miami-Fort Lauderdale-West Palm Beach;Palm Beach County;West Palm Beach;1487
Del Rio;FL;Jacksonville;Duval County;Jacksonville;1487
Navarre;LA;New Orleans-Metairie;Orleans Parish;New Orleans;1487
Fairview;AK;Anchorage;Anchorage Borough;Anchorage;1486
Olde Whitehall;NC;Charlotte-Concord-Gastonia;Mecklenburg County;Charlotte;1485
Meadow Creek;TX;Dallas-Fort Worth-Arlington;Tarrant County;Fort Worth;1485
Eastwood;TN;Nashville-Davidson--Murfreesboro--Franklin;Davidson County;Nashville;1484
Peninsula Area;IA;Iowa City;Johnson County;Iowa City;1484
Highland Hills;NV;Las Vegas-Henderson-Paradise;Clark County;Henderson;1483
Waterloo;CA;Stockton-Lodi;San Joaquin County;Stockton;1483
Sardis Woods;NC;Charlotte-Concord-Gastonia;Mecklenburg County;Charlotte;1483
Cooper;MN;Minneapolis-St. Paul-Bloomington;Hennepin County;Minneapolis;1483
Braun Station West;TX;San Antonio-New Braunfels;Bexar County;San Antonio;1482
Old Colorado City;CO;Colorado Springs;El Paso County;Colorado Springs;1481
Barclay-Kingston;NJ;Philadelphia-Camden-Wilmington;Camden County;Cherry Hill Township;1481
Bonham;TX;San Angelo;Tom Green County;San Angelo;1481
Resevoir;CT;Bridgeport-Stamford-Norwalk;Fairfield County;Bridgeport;1480
Waite Park;MN;Minneapolis-St. Paul-Bloomington;Hennepin County;Minneapolis;1480
Hunters Green;FL;Tampa-St. Petersburg-Clearwater;Hillsborough County;Tampa;1480
Garden Acres;TX;Dallas-Fort Worth-Arlington;Tarrant County;Fort Worth;1480
South East End;MI;Grand Rapids-Wyoming;Kent County;Grand Rapids;1480
Roxborough;PA;Philadelphia-Camden-Wilmington;Philadelphia County;Philadelphia;1479
Indian River Estates;FL;Port St. Lucie;Saint Lucie County;Fort Pierce;1479
West;TX;Dallas-Fort Worth-Arlington;Tarrant County;Arlington;1478
Highland Park;AL;Birmingham-Hoover;Jefferson County;Birmingham;1478
Fairway;FL;Deltona-Daytona Beach-Ormond Beach;Volusia County;New Smyrna Beach;1478
Essex Village;CT;Hartford-West Hartford-East Hartford;Middlesex County;Essex;1478
Kempsville;VA;Virginia Beach-Norfolk-Newport News;Virginia Beach City;Virginia Beach;1477
The Lakes;NV;Las Vegas-Henderson-Paradise;Clark County;Las Vegas;1477
Desert Shores;NV;Las Vegas-Henderson-Paradise;Clark County;Las Vegas;1477
Gibsonia;PA;Pittsburgh;Allegheny County;Richland Township;1477
Gleason Park;CA;Stockton-Lodi;San Joaquin County;Stockton;1476
Carver City;FL;Tampa-St. Petersburg-Clearwater;Hillsborough County;Tampa;1476
Bancroft;MN;Minneapolis-St. Paul-Bloomington;Hennepin County;Minneapolis;1476
Eden;TX;San Antonio-New Braunfels;Bexar County;San Antonio;1476
Mid-City;LA;New Orleans-Metairie;Orleans Parish;New Orleans;1475
Browns Road;NC;Charlotte-Concord-Gastonia;Mecklenburg County;Charlotte;1475
Powderhorn Park;MN;Minneapolis-St. Paul-Bloomington;Hennepin County;Minneapolis;1474
Cotswold;NC;Charlotte-Concord-Gastonia;Mecklenburg County;Charlotte;1474
